"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Squat (Smith Machine)",,"",0,"normal",60,8,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Squat (Smith Machine)",,"",1,"normal",60,8,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Squat (Smith Machine)",,"",2,"normal",60,6,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Leg Extension (Machine)",,"",0,"normal",110,12,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Leg Extension (Machine)",,"",1,"normal",110,8,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Seated Leg Curl (Machine)",,"",0,"normal",89,10,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Seated Leg Curl (Machine)",,"",1,"normal",89,9,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Standing Calf Raise (Machine)",,"",0,"normal",105,12,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Standing Calf Raise (Machine)",,"",1,"normal",105,10,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Hanging Leg Raise",,"",0,"normal",,12,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Crunch (Machine)",,"",0,"normal",40,8,,,
"Legs","1 Jan 2026, 03:33","1 Jan 2026, 04:55","","Crunch (Machine)",,"",1,"normal",40,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Pull Up (Weighted)",,"",0,"normal",25,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Pull Up (Weighted)",,"",1,"normal",25,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Pull Up (Weighted)",,"",2,"normal",15,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Iso-Lateral Row (Machine)",,"",0,"normal",125,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Iso-Lateral Row (Machine)",,"",1,"normal",125,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Iso-Lateral Row (Machine)",,"",2,"normal",115,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Shoulder Press (Machine Plates)",,"",0,"normal",65,12,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Shoulder Press (Machine Plates)",,"",1,"normal",65,8,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Shoulder Press (Machine Plates)",,"",2,"normal",55,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Bayesian Curls",,"",0,"normal",13.75,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Bayesian Curls",,"",1,"normal",13.75,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Bayesian Curls",,"",2,"normal",11.75,10,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Lat Pulldown (Cable)",,"",0,"normal",87,9,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Lat Pulldown (Cable)",,"",1,"normal",87,9,,,
"Pull","31 Dec 2025, 02:32","31 Dec 2025, 03:54","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Incline Bench Press (Dumbbell)",,"",0,"normal",56,8,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Incline Bench Press (Dumbbell)",,"",1,"normal",56,7,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Incline Bench Press (Dumbbell)",,"",2,"normal",52,8,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Shrug (Machine)",,"",0,"normal",120,12,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Shrug (Machine)",,"",1,"normal",100,10,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Shrug (Machine)",,"",2,"normal",100,10,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Flat iso-Lateral Press",,"",1,"normal",78,9,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Flat iso-Lateral Press",,"",2,"normal",78,7,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Skullcrusher (Barbell)",,"",0,"normal",30,10,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Skullcrusher (Barbell)",,"",1,"normal",30,11,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Skullcrusher (Barbell)",,"",2,"normal",30,9,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Lateral Raise (Cable)",,"",1,"normal",7.5,10,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Lateral Raise (Cable)",,"",2,"normal",7.5,8,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",73,8,,,
"Push","30 Dec 2025, 04:05","30 Dec 2025, 05:37","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",73,8,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Hack Squat (Machine)",,"",0,"normal",74,12,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Hack Squat (Machine)",,"",1,"normal",74,10,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Hack Squat (Machine)",,"",2,"normal",74,8,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Iso Lateral Leg Curl",,"",0,"normal",43,12,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Iso Lateral Leg Curl",,"",1,"normal",43,10,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Extension (Cable)",,"",0,"normal",24.5,9,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Extension (Cable)",,"",1,"normal",21,12,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Extension (Cable)",,"",2,"normal",24.5,8,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Preacher Curl (Machine)",,"",0,"normal",95,9,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Preacher Curl (Machine)",,"",1,"normal",88,8,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Preacher Curl (Machine)",,"",2,"normal",81,8,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Pushdown",,"",0,"normal",35,12,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Pushdown",,"",1,"normal",35,10,,,
"Legs and Arms","21 Dec 2025, 04:54","21 Dec 2025, 06:09","","Triceps Pushdown",,"",2,"normal",31.5,12,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Pull Up (Weighted)",,"",0,"normal",25,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Pull Up (Weighted)",,"",1,"normal",25,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Pull Up (Weighted)",,"",2,"normal",15,12,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Iso-Lateral Row (Machine)",,"",0,"normal",125,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Iso-Lateral Row (Machine)",,"",1,"normal",115,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Iso-Lateral Row (Machine)",,"",2,"normal",115,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Shoulder Press (Machine Plates)",,"",0,"normal",65,12,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Shoulder Press (Machine Plates)",,"",1,"normal",65,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Shoulder Press (Machine Plates)",,"",2,"normal",55,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Bayesian Curls",,"Weight per arm",0,"normal",13.75,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Bayesian Curls",,"Weight per arm",1,"normal",11.25,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Bayesian Curls",,"Weight per arm",2,"normal",11.25,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Lat Pulldown (Cable)",,"",0,"normal",87,10,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Lat Pulldown (Cable)",,"",1,"normal",87,8,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",61,12,,,
"Pull","16 Dec 2025, 17:22","16 Dec 2025, 18:33","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",54,12,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Incline Bench Press (Dumbbell)",,"",0,"normal",56,7,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Incline Bench Press (Dumbbell)",,"",1,"normal",56,8,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Incline Bench Press (Dumbbell)",,"",2,"normal",52,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Shrug (Machine)",,"",0,"normal",120,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Shrug (Machine)",,"",1,"normal",120,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Shrug (Machine)",,"",2,"normal",120,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Flat iso-Lateral Press",,"",1,"normal",78,9,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Flat iso-Lateral Press",,"",2,"normal",78,7,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Skullcrusher (Barbell)",,"",0,"normal",30,12,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Skullcrusher (Barbell)",,"",1,"normal",30,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Skullcrusher (Barbell)",,"",2,"normal",30,8,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"Push","15 Dec 2025, 04:08","15 Dec 2025, 05:03","","Lateral Raise (Cable)",,"",1,"normal",6.25,12,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Incline Bench Press (Smith Machine)",,"",0,"normal",70,8,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Incline Bench Press (Smith Machine)",,"",1,"normal",65,7,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Incline Bench Press (Smith Machine)",,"",2,"normal",60,10,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Seated Row (Machine)",,"",0,"normal",96,9,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Seated Row (Machine)",,"",1,"normal",89,11,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Seated Row (Machine)",,"",2,"normal",89,8,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Seated Shoulder Press (Machine)",,"",0,"normal",46,10,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Seated Shoulder Press (Machine)",,"",1,"normal",46,7,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Lat Pulldown (Cable)",,"",0,"normal",87,12,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Lat Pulldown (Cable)",,"",1,"normal",87,8,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",73,12,,,
"Upper","12 Dec 2025, 02:46","12 Dec 2025, 03:35","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",73,7,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Incline Bench Press (Dumbbell)",,"",0,"normal",52,12,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Incline Bench Press (Dumbbell)",,"",1,"normal",52,8,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Incline Bench Press (Dumbbell)",,"",2,"normal",52,8,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Shrug (Machine)",,"",2,"normal",100,12,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Flat iso-Lateral Press",,"",1,"normal",88,6,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Flat iso-Lateral Press",,"",2,"normal",78,7,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Skullcrusher (Barbell)",,"",0,"normal",30,11,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Skullcrusher (Barbell)",,"",1,"normal",30,9,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Lateral Raise (Cable)",,"",1,"normal",7.5,10,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Lateral Raise (Cable)",,"",2,"normal",6.25,12,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Triceps Pushdown",,"",0,"normal",35,12,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Triceps Pushdown",,"",1,"normal",35,10,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Butterfly (Pec Deck)",,"",0,"normal",68,10,,,
"Push","8 Dec 2025, 03:01","8 Dec 2025, 04:28","","Butterfly (Pec Deck)",,"",1,"normal",61,10,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Pull Up (Weighted)",,"",0,"normal",25,10,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Pull Up (Weighted)",,"",1,"normal",25,7,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Pull Up (Weighted)",,"",2,"normal",15,10,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Iso-Lateral Row (Machine)",,"",0,"normal",115,12,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Iso-Lateral Row (Machine)",,"",1,"normal",115,10,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Iso-Lateral Row (Machine)",,"",2,"normal",105,12,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Shoulder Press (Machine Plates)",,"",0,"normal",65,12,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Shoulder Press (Machine Plates)",,"",1,"normal",65,8,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Shoulder Press (Machine Plates)",,"",2,"normal",55,9,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Preacher Curl (Machine)",,"",0,"normal",81,10,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Preacher Curl (Machine)",,"",1,"normal",74,8,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Preacher Curl (Machine)",,"",2,"normal",74,8,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Lat Pulldown (Cable)",,"",0,"normal",87,9,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Lat Pulldown (Cable)",,"",1,"normal",77,12,,,
"Pull","1 Dec 2025, 17:29","1 Dec 2025, 18:37","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Incline Bench Press (Dumbbell)",,"",0,"normal",52,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Incline Bench Press (Dumbbell)",,"",1,"normal",52,9,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Incline Bench Press (Dumbbell)",,"",2,"normal",48,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Shrug (Machine)",,"",2,"normal",100,12,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Flat iso-Lateral Press",,"",1,"normal",88,6,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Flat iso-Lateral Press",,"",2,"normal",78,7,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Skullcrusher (Barbell)",,"",0,"normal",30,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Skullcrusher (Barbell)",,"",1,"normal",30,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Skullcrusher (Barbell)",,"",2,"normal",30,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Butterfly (Pec Deck)",,"",0,"normal",68,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Butterfly (Pec Deck)",,"",1,"normal",68,8,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Butterfly (Pec Deck)",,"",2,"normal",61,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Lateral Raise (Cable)",,"",0,"normal",7.5,12,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Lateral Raise (Cable)",,"",1,"normal",7.5,10,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Lateral Raise (Cable)",,"",2,"normal",6.25,12,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Triceps Pushdown",,"",0,"normal",35,12,,,
"Push","1 Dec 2025, 02:04","1 Dec 2025, 03:38","","Triceps Pushdown",,"",1,"normal",35,10,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Pull Up (Weighted)",,"",0,"normal",25,10,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Pull Up (Weighted)",,"",1,"normal",25,7,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Pull Up (Weighted)",,"",2,"normal",15,10,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Iso-Lateral Row (Machine)",,"",0,"normal",115,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Iso-Lateral Row (Machine)",,"",1,"normal",115,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Iso-Lateral Row (Machine)",,"",2,"normal",105,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Shoulder Press (Machine Plates)",,"",0,"normal",65,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Shoulder Press (Machine Plates)",,"",1,"normal",65,8,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Shoulder Press (Machine Plates)",,"",2,"normal",55,9,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Preacher Curl (Machine)",,"",0,"normal",81,10,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Preacher Curl (Machine)",,"",1,"normal",74,8,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Preacher Curl (Machine)",,"",2,"normal",74,8,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Lat Pulldown (Cable)",,"",0,"normal",87,10,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Lat Pulldown (Cable)",,"",1,"normal",87,8,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",61,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",54,12,,,
"Pull","25 Nov 2025, 17:26","25 Nov 2025, 18:44","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",54,12,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Incline Bench Press (Dumbbell)",,"",0,"normal",52,9,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Incline Bench Press (Dumbbell)",,"",1,"normal",48,10,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Incline Bench Press (Dumbbell)",,"",2,"normal",48,9,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Shrug (Machine)",,"",0,"normal",100,15,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Shrug (Machine)",,"",1,"normal",100,15,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Flat iso-Lateral Press",,"",1,"normal",88,5,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Flat iso-Lateral Press",,"",2,"normal",78,6,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Skullcrusher (Barbell)",,"",0,"normal",30,10,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Skullcrusher (Barbell)",,"",1,"normal",30,7,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Skullcrusher (Barbell)",,"",2,"normal",25,12,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Lateral Raise (Cable)",,"",1,"normal",6.25,12,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Triceps Pushdown",,"",0,"normal",35,10,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Triceps Pushdown",,"",1,"normal",35,8,,,
"FB 1 - Push","24 Nov 2025, 02:32","24 Nov 2025, 03:35","","Triceps Pushdown",,"",2,"normal",31.5,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Flat iso-Lateral Press",,"",0,"normal",88,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Flat iso-Lateral Press",,"",1,"normal",88,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Flat iso-Lateral Press",,"",2,"normal",78,9,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Seated Row (Machine)",,"",0,"normal",89,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Seated Row (Machine)",,"",1,"normal",89,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Seated Row (Machine)",,"",2,"normal",82,12,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Shoulder Press (Machine Plates)",,"",0,"normal",65,11,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Shoulder Press (Machine Plates)",,"",1,"normal",65,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Shoulder Press (Machine Plates)",,"",2,"normal",65,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Lat Pulldown (Cable)",,"",0,"normal",87,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Lat Pulldown (Cable)",,"",1,"normal",87,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Lat Pulldown (Cable)",,"",2,"normal",77,12,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Butterfly (Pec Deck)",,"",0,"normal",68,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Butterfly (Pec Deck)",,"",1,"normal",68,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Butterfly (Pec Deck)",,"",2,"normal",68,8,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"FB 3 - Upper","20 Nov 2025, 17:27","20 Nov 2025, 18:43","","Lateral Raise (Cable)",,"",1,"normal",6.25,12,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Romanian Deadlift (Barbell)",,"",0,"normal",90,10,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Romanian Deadlift (Barbell)",,"",1,"normal",90,8,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Romanian Deadlift (Barbell)",,"",2,"normal",80,8,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Squat (Smith Machine)",,"",0,"normal",60,8,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Squat (Smith Machine)",,"",1,"normal",60,8,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Squat (Smith Machine)",,"",2,"normal",60,6,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Standing Calf Raise (Machine)",,"",0,"normal",105,12,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Standing Calf Raise (Machine)",,"",1,"normal",105,12,,,
"Legs","19 Nov 2025, 23:37","20 Nov 2025, 00:28","","Leg Extension (Machine)",,"",0,"normal",103,10,,,
