"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull","4 Mar 2025, 03:08","4 Mar 2025, 04:07","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Pull","4 Mar 2025, 03:08","4 Mar 2025, 04:07","","Shrug (Machine)",,"",2,"normal",100,15,,,
"Pull","4 Mar 2025, 03:08","4 Mar 2025, 04:07","","Hammer Curl (Dumbbell)",,"",0,"normal",32,7,,,
"Pull","4 Mar 2025, 03:08","4 Mar 2025, 04:07","","Hammer Curl (Dumbbell)",,"",1,"normal",28,12,,,
"Pull","4 Mar 2025, 03:08","4 Mar 2025, 04:07","","Hammer Curl (Dumbbell)",,"",2,"normal",28,12,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",0,"normal",70,3,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",1,"normal",65,4,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",2,"normal",65,6,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",0,"normal",32,11,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",1,"normal",32,10,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",2,"normal",32,10,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",0,"normal",68,9,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",1,"normal",58,11,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",2,"normal",48,12,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Triceps Extension (Cable)",,"",0,"normal",28,6,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Triceps Extension (Cable)",,"",1,"dropset",24.5,6,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Triceps Pushdown",,"",0,"normal",28,10,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Triceps Pushdown",,"",1,"dropset",24.5,6,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Seated Leg Curl (Machine)",,"",0,"normal",68,12,,,
"Push","28 Feb 2025, 02:34","28 Feb 2025, 03:37","","Seated Leg Curl (Machine)",,"",1,"normal",68,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Pull Up (Weighted)",,"",0,"normal",15,8,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Pull Up (Weighted)",,"",1,"normal",15,8,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Pull Up (Weighted)",,"",2,"normal",10,8,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Iso-Lateral Row (Machine)",,"",0,"normal",95,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Iso-Lateral Row (Machine)",,"",1,"normal",95,10,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Iso-Lateral Row (Machine)",,"",2,"normal",95,10,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Preacher Curl (Machine)",,"",0,"normal",60,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Preacher Curl (Machine)",,"",1,"normal",60,10,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Preacher Curl (Machine)",,"",2,"normal",60,9,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Lat Pulldown (Cable)",,"Normal grip",0,"normal",67,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Lat Pulldown (Cable)",,"Normal grip",1,"normal",67,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Lat Pulldown (Cable)",,"Normal grip",2,"normal",67,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Leg Press (Machine)",,"",0,"normal",85,8,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Leg Press (Machine)",,"",1,"normal",85,8,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Crunch (Machine)",,"",0,"normal",35,12,,,
"Pull","27 Feb 2025, 01:58","27 Feb 2025, 03:15","","Crunch (Machine)",,"",1,"normal",40,10,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Incline Bench Press (Smith Machine)",,"",0,"normal",65,4,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Incline Bench Press (Smith Machine)",,"",1,"normal",60,8,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Incline Bench Press (Smith Machine)",,"",2,"normal",60,7,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Overhead Press (Dumbbell)",,"",0,"normal",36,10,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Overhead Press (Dumbbell)",,"",1,"normal",36,8,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Overhead Press (Dumbbell)",,"",2,"normal",36,8,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Chest Press (Machine)",,"",0,"normal",47,11,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Chest Press (Machine)",,"",1,"normal",47,8,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Chest Press (Machine)",,"",2,"normal",40,12,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Triceps Extension (Cable)",,"",0,"normal",28,6,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Triceps Extension (Cable)",,"",1,"normal",24.5,5,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Triceps Pushdown",,"",0,"normal",28,8,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Triceps Pushdown",,"",1,"normal",21.5,6,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Seated Leg Curl (Machine)",,"",0,"normal",68,12,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Seated Leg Curl (Machine)",,"",1,"normal",68,12,,,
"Push","25 Feb 2025, 02:44","25 Feb 2025, 03:48","","Seated Leg Curl (Machine)",,"",2,"normal",68,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Pull Up (Weighted)",,"",0,"normal",15,8,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Pull Up (Weighted)",,"",1,"normal",15,7,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Pull Up (Weighted)",,"",2,"normal",10,9,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Iso-Lateral Row (Machine)",,"",0,"normal",85,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Iso-Lateral Row (Machine)",,"",1,"normal",85,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Iso-Lateral Row (Machine)",,"",2,"normal",85,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Preacher Curl (Machine)",,"",0,"normal",60,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Preacher Curl (Machine)",,"",1,"normal",60,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Preacher Curl (Machine)",,"",2,"normal",60,10,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Lat Pulldown (Cable)",,"Mag grip",0,"normal",67,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Lat Pulldown (Cable)",,"Mag grip",1,"normal",67,10,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Lat Pulldown (Cable)",,"Mag grip",2,"normal",67,10,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",54,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",47,15,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Leg Extension (Machine)",,"",0,"normal",82,12,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Leg Extension (Machine)",,"",1,"normal",82,10,,,
"Pull","21 Feb 2025, 02:42","21 Feb 2025, 03:48","","Leg Extension (Machine)",,"",2,"normal",82,10,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Incline Bench Press (Smith Machine)",,"",0,"normal",60,10,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Incline Bench Press (Smith Machine)",,"",1,"normal",60,8,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Incline Bench Press (Smith Machine)",,"",2,"normal",60,7,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Seated Shoulder Press (Machine)",,"",0,"normal",32,9,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Seated Shoulder Press (Machine)",,"",1,"normal",32,9,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Seated Shoulder Press (Machine)",,"",2,"normal",32,8,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Flat iso-Lateral Press",,"",0,"normal",68,10,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Flat iso-Lateral Press",,"",1,"normal",58,10,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Flat iso-Lateral Press",,"",2,"normal",48,12,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Triceps Extension (Cable)",,"",0,"normal",28,8,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Triceps Extension (Cable)",,"",1,"dropset",24.5,5,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Triceps Pushdown",,"",0,"normal",28,10,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Triceps Pushdown",,"",1,"dropset",24.5,5,,,
"Push","20 Feb 2025, 02:17","20 Feb 2025, 03:12","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Pull Up (Weighted)",,"",0,"normal",15,8,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Pull Up (Weighted)",,"",1,"normal",15,7,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Pull Up (Weighted)",,"",2,"normal",10,8,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Seated Row (Machine)",,"",0,"normal",68,12,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Seated Row (Machine)",,"",1,"normal",68,12,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Seated Row (Machine)",,"",2,"normal",68,10,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Preacher Curl (Machine)",,"",0,"normal",60,11,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Preacher Curl (Machine)",,"",1,"normal",60,10,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Preacher Curl (Machine)",,"",2,"normal",60,10,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Lat Pulldown (Machine)",,"",0,"normal",82,12,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Lat Pulldown (Machine)",,"",1,"normal",82,10,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Lat Pulldown (Machine)",,"",2,"normal",75,12,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",47,15,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",47,15,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Pull","19 Feb 2025, 02:41","19 Feb 2025, 03:50","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Incline Bench Press (Smith Machine)",,"",0,"normal",70,4,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Incline Bench Press (Smith Machine)",,"",1,"normal",60,8,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Incline Bench Press (Smith Machine)",,"",2,"normal",60,8,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Seated Shoulder Press (Machine)",,"",0,"normal",39,8,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Seated Shoulder Press (Machine)",,"",1,"normal",32,10,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Seated Shoulder Press (Machine)",,"",2,"normal",32,10,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Flat iso-Lateral Press",,"",0,"normal",58,12,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Flat iso-Lateral Press",,"",1,"normal",58,8,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Flat iso-Lateral Press",,"",2,"normal",48,12,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Triceps Extension (Cable)",,"",0,"normal",28,10,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Triceps Extension (Cable)",,"",1,"normal",24.5,5,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Triceps Pushdown",,"",0,"normal",28,10,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Triceps Pushdown",,"",1,"normal",21.5,6,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Lateral Raise (Cable)",,"",0,"normal",7.5,8,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Lateral Raise (Cable)",,"",1,"dropset",5,5,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Leg Extension (Machine)",,"",0,"normal",82,12,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Leg Extension (Machine)",,"",1,"normal",82,12,,,
"Push","18 Feb 2025, 02:46","18 Feb 2025, 03:57","","Leg Extension (Machine)",,"",2,"normal",82,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",0,"normal",60,9,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",1,"normal",60,8,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Incline Bench Press (Smith Machine)",,"",2,"normal",60,6,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",0,"normal",32,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",1,"normal",32,8,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Seated Shoulder Press (Machine)",,"",2,"normal",32,8,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",0,"normal",58,11,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",1,"normal",48,12,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Flat iso-Lateral Press",,"",2,"normal",48,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Triceps Extension (Cable)",,"",0,"normal",28,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Triceps Extension (Cable)",,"",1,"dropset",24.5,5,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Triceps Pushdown",,"",0,"normal",28,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Triceps Pushdown",,"",1,"dropset",24.5,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Leg Extension (Machine)",,"",0,"normal",75,15,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Leg Extension (Machine)",,"",1,"normal",82,10,,,
"Push","14 Feb 2025, 02:41","14 Feb 2025, 03:37","","Leg Extension (Machine)",,"",2,"normal",82,10,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Pull Up (Weighted)",,"",0,"normal",15,8,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Pull Up (Weighted)",,"",1,"normal",15,8,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Pull Up (Weighted)",,"",2,"normal",,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Iso-Lateral Row (Machine)",,"",0,"normal",85,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Iso-Lateral Row (Machine)",,"",1,"normal",85,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Iso-Lateral Row (Machine)",,"",2,"normal",85,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Preacher Curl (Machine)",,"",0,"normal",60,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Preacher Curl (Machine)",,"",1,"normal",60,10,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Preacher Curl (Machine)",,"",2,"normal",60,10,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Lat Pulldown (Machine)",,"",0,"normal",82,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Lat Pulldown (Machine)",,"",1,"normal",82,10,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Lat Pulldown (Machine)",,"",2,"normal",75,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Crunch (Machine)",,"",0,"normal",35,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Crunch (Machine)",,"",1,"normal",35,12,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",47,15,,,
"Pull","13 Feb 2025, 02:21","13 Feb 2025, 03:22","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",47,15,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,10,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Incline Bench Press (Smith Machine)",,"",2,"normal",55,8,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Seated Shoulder Press (Machine)",,"",0,"normal",32,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Seated Shoulder Press (Machine)",,"",1,"normal",32,10,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Seated Shoulder Press (Machine)",,"",2,"normal",32,10,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Flat iso-Lateral Press",,"",0,"normal",58,8,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Flat iso-Lateral Press",,"",1,"normal",48,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Flat iso-Lateral Press",,"",2,"normal",48,10,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Triceps Extension (Cable)",,"",0,"normal",24.5,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Triceps Extension (Cable)",,"",1,"normal",24.5,10,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Triceps Pushdown",,"",0,"normal",28,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Triceps Pushdown",,"",1,"normal",28,8,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Lateral Raise (Cable)",,"",0,"normal",5,15,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Leg Extension (Machine)",,"",0,"normal",75,15,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Leg Extension (Machine)",,"",1,"normal",75,12,,,
"Push","12 Feb 2025, 02:48","12 Feb 2025, 04:00","","Leg Extension (Machine)",,"",2,"normal",75,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Pull Up (Weighted)",,"",1,"normal",10,8,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Pull Up (Weighted)",,"",2,"normal",,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Iso-Lateral Row (Machine)",,"",0,"normal",95,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Iso-Lateral Row (Machine)",,"",1,"normal",95,10,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Iso-Lateral Row (Machine)",,"",2,"normal",95,10,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Preacher Curl (Machine)",,"",0,"normal",60,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Preacher Curl (Machine)",,"",1,"normal",60,11,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Preacher Curl (Machine)",,"",2,"normal",60,10,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Lat Pulldown (Cable)",,"",0,"normal",67,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Lat Pulldown (Cable)",,"",1,"normal",67,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Lat Pulldown (Cable)",,"",2,"normal",67,10,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",47,15,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",54,9,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Shrug (Machine)",,"",0,"normal",100,15,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Shrug (Machine)",,"",1,"normal",100,15,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Seated Leg Curl (Machine)",,"",0,"normal",68,12,,,
"Pull","11 Feb 2025, 02:43","11 Feb 2025, 03:59","","Seated Leg Curl (Machine)",,"",1,"normal",68,12,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Incline Bench Press (Barbell)",,"",0,"normal",50,12,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Incline Bench Press (Barbell)",,"",1,"normal",50,11,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Incline Bench Press (Barbell)",,"",2,"normal",50,6,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Seated Shoulder Press (Machine)",,"",0,"normal",39,8,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Seated Shoulder Press (Machine)",,"",1,"normal",32,10,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Seated Shoulder Press (Machine)",,"",2,"normal",32,11,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Flat iso-Lateral Press",,"",0,"normal",48,12,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Flat iso-Lateral Press",,"",1,"normal",68,6,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Flat iso-Lateral Press",,"",2,"normal",58,10,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Triceps Extension (Cable)",,"",0,"normal",28,9,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Triceps Extension (Cable)",,"",1,"normal",28,9,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Triceps Pushdown",,"",0,"normal",28,12,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Triceps Pushdown",,"",1,"normal",31.5,8,,,
"Push","5 Feb 2025, 22:24","5 Feb 2025, 23:45","","Lateral Raise (Cable)",,"",0,"normal",7.5,8,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Pull Up (Weighted)",,"",0,"normal",10,10,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Pull Up (Weighted)",,"",1,"normal",10,8,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Pull Up (Weighted)",,"",2,"normal",,12,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Seated Row (Machine)",,"",0,"normal",68,12,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Seated Row (Machine)",,"",1,"normal",68,12,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Seated Row (Machine)",,"",2,"normal",68,10,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Preacher Curl (Machine)",,"",0,"normal",60,10,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Preacher Curl (Machine)",,"",1,"normal",60,8,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Preacher Curl (Machine)",,"",2,"normal",60,9,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Lat Pulldown (Machine)",,"",0,"normal",82,12,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Lat Pulldown (Machine)",,"",1,"normal",82,10,,,
"Pull","5 Feb 2025, 02:07","5 Feb 2025, 03:24","","Lat Pulldown (Machine)",,"",2,"normal",75,12,,,
